location_name,vehicle,nutrient,standard,percent of population eating vehicle,percent of population eating industrially produced vehicle,percent of population eating fortified vehicle,location_id,sodium,whole_grains,sdi,hh_salt,fao_maize_and_products,fao_rice_and_products,fao_wheat_and_products,fao_oil_all,parent_id
United Republic of Tanzania,maize flour,vitamin b12,Mandatory,93.0,25.23333333333333,2.5,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,maize flour,vitamin b1,Unknown,93.0,25.23333333333333,2.5,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
United Republic of Tanzania,maize flour,vitamin a,,93.0,25.23333333333333,2.5,189,1.1574727045892024,16.95370601213869,0.41914668899573104,0.799529673030871,530.0,228.0,131.0,239.0,174
Uganda,wheat flour,iron,Mandatory,11.2,9.9,9.85,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,wheat flour,zinc,Mandatory,11.2,9.9,9.85,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,wheat flour,folic acid,Mandatory,11.2,9.9,8.5,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,wheat flour,vitamin b12,Mandatory,11.2,9.9,9.85,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,wheat flour,vitamin b1,Mandatory,11.2,9.9,9.85,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,wheat flour,vitamin a,Mandatory,11.2,9.9,9.85,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,oil,vitamin a,Mandatory,89.9,77.33333333333333,54.4,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,oil,vitamin d,Unknown,89.9,77.33333333333333,0.0,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,maize flour,iron,Mandatory,91.8,30.43333333333333,6.5,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,maize flour,zinc,Mandatory,91.8,30.43333333333333,6.5,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,maize flour,folic acid,Mandatory,91.8,30.43333333333333,6.5,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,maize flour,vitamin b12,Mandatory,91.8,30.43333333333333,6.5,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,maize flour,vitamin b1,Mandatory,91.8,30.43333333333333,6.5,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Uganda,maize flour,vitamin a,Mandatory,91.8,30.43333333333333,6.5,190,0.917740115398269,11.299972862170543,0.400105169955836,0.897001683825452,361.0,65.0,109.0,237.0,174
Viet Nam,wheat flour,iron,Mandatory,21.93,21.93,0.0,20,2.6202039368106576,33.44985246746843,0.615286340103155,0.7123045902132871,,,,,9
Viet Nam,wheat flour,zinc,Mandatory,21.93,21.93,0.0,20,2.6202039368106576,33.44985246746843,0.615286340103155,0.7123045902132871,,,,,9
Viet Nam,wheat flour,folic acid,Mandatory,21.93,21.93,0.0,20,2.6202039368106576,33.44985246746843,0.615286340103155,0.7123045902132871,,,,,9
Viet Nam,wheat flour,vitamin b12,Mandatory,21.93,21.93,0.0,20,2.6202039368106576,33.44985246746843,0.615286340103155,0.7123045902132871,,,,,9
Viet Nam,wheat flour,vitamin a,Mandatory,21.93,21.93,0.0,20,2.6202039368106576,33.44985246746843,0.615286340103155,0.7123045902132871,,,,,9
Viet Nam,wheat flour,vitamin b1,Unknown,21.93,21.93,0.0,20,2.6202039368106576,33.44985246746843,0.615286340103155,0.7123045902132871,,,,,9
Viet Nam,oil,vitamin a,Mandatory,54.5,90.0,,20,2.6202039368106576,33.44985246746843,0.615286340103155,0.7123045902132871,,,,,9
Viet Nam,oil,vitamin d,Unknown,54.5,90.0,0.0,20,2.6202039368106576,33.44985246746843,0.615286340103155,0.7123045902132871,,,,,9
